#    Car Speed (KM/h)
---  ----------------
1	128.8
2	127.7
3	111.4
4	097.7
5	089.2
6	122.3
7	123.9
8	116.1
9	092.9
10	104.6
11	090.7
12	106.0
13	085.3
14	112.9
15	117.7
16	096.9
17	088.3
18	094.7
19	117.4
20	089.2
21	139.5
22	065.3
23	084.3
24	091.4
25	103.0
26	102.5
27	104.9
28	094.7
29	119.0
30	082.5
31	078.7
32	129.3
33	138.3
34	108.5
35	081.0
36	094.0
37	113.8
38	101.1
39	114.2
40	100.9
41	145.8
42	095.5
43	114.0
44	109.3
45	080.6
46	084.4
47	098.3
48	101.9
49	125.2
50	075.4
51	098.9
52	081.1
53	088.9
54	112.2
55	132.9
56	083.9
57	092.1
58	106.4
59	109.7
60	112.2
61	073.4
62	126.1
63	105.5
64	103.0
65	089.8
66	090.8
67	095.8
68	120.5
69	101.7
70	116.5
71	086.5
72	105.1
73	116.5
74	114.2
75	083.8
76	126.4
77	102.0
78	112.6
79	100.2
80	083.0
81	102.6
82	083.3
83	072.3
84	114.6
85	111.0
86	090.9
87	099.0
88	137.3
89	101.7
90	111.3
91	095.4
92	117.1
93	069.3
94	127.4
95	146.1
96	101.1
97	093.7
98	099.8
99	075.3
100	094.5
101	098.9
102	099.4
103	105.3
104	067.8
105	102.3
106	131.5
107	102.0
108	114.6
109	095.0
110	095.1
111	117.0
112	093.0
113	124.3
114	139.7
115	093.9
116	093.1
117	088.9
118	108.7
119	117.8
120	090.4
121	084.2
122	078.4
123	114.6
124	097.6
125	114.4
126	115.1
127	122.4
128	091.3
129	123.8
130	111.9
131	107.7
132	121.3
133	098.0
134	094.5
135	132.5
136	095.5
137	131.9
138	093.0
139	103.6
140	106.6
141	094.1
142	084.8
143	114.4
144	086.7
145	110.2
146	082.2
147	123.5
148	063.9
149	117.4
150	104.7
151	069.1
152	147.0
153	100.7
154	099.5
155	124.9
156	106.5
157	135.4
158	100.0
159	092.9
160	097.9
161	101.7
162	089.3
163	120.3
164	094.3
165	071.2
166	111.4
167	105.7
168	098.7
169	109.0
170	108.1
171	112.6
172	107.4
173	119.8
174	097.8
175	136.6
176	124.8
177	111.2
178	118.1
179	103.4
180	117.0
181	117.4
182	080.8
183	126.8
184	113.3
185	106.1
186	091.5
187	115.9
188	099.0
189	099.0
190	073.3
191	117.4
192	087.8
193	113.3
194	121.6
195	118.1
196	093.2
197	082.4
198	094.9
199	093.7
200	092.0
