#      Call Duration (s)
---    -----------------
1	060.724
2	145.276
3	264.181
4	174.610
5	357.760
6	228.123
7	247.389
8	082.532
9	224.803
10	040.940
11	029.924
12	033.394
13	031.114
14	187.072
15	097.204
16	353.463
17	014.479
18	457.549
19	123.704
20	041.743
21	267.764
22	027.044
23	185.580
24	103.370
25	058.319
26	121.677
27	312.868
28	141.353
29	087.955
30	129.411
31	210.188
32	309.923
33	126.162
34	142.319
35	185.783
36	062.119
37	200.402
38	037.397
39	177.805
40	306.948
41	142.498
42	013.543
43	031.200
44	535.811
45	341.968
46	248.804
47	195.065
48	001.963
49	099.728
50	076.873
51	268.835
52	105.670
53	026.143
54	400.841
55	093.171
56	166.911
57	025.177
58	158.446
59	068.494
60	280.630
61	067.995
62	193.215
63	124.050
64	004.156
65	028.735
66	007.588
67	028.328
68	150.250
69	026.812
70	178.471
71	241.438
72	020.559
73	154.829
74	142.879
75	002.126
76	041.531
77	101.697
78	086.857
79	084.865
80	020.283
81	365.032
82	006.343
83	344.020
84	109.482
85	691.656
86	319.092
87	075.349
88	152.921
89	018.393
90	083.395
91	080.339
92	132.540
93	419.895
94	515.752
95	200.216
96	030.759
97	004.402
98	055.477
99	000.738
100	211.191
101	136.941
102	055.456
103	054.561
104	194.538
105	010.036
106	127.970
107	478.264
108	090.690
109	966.846
110	286.000
111	159.991
112	259.648
113	118.422
114	074.961
115	166.552
116	091.090
117	021.849
118	292.287
119	116.080
120	007.808
121	043.660
122	193.390
123	003.717
124	018.906
125	015.049
126	172.172
127	143.879
128	327.114
129	049.030
130	122.406
131	674.719
132	058.466
133	092.219
134	394.557
135	033.306
136	104.488
137	043.285
138	130.669
139	823.203
140	016.747
141	191.289
142	064.627
143	013.854
144	000.506
145	168.125
146	030.109
147	098.582
148	131.228
149	073.339
150	035.092
151	351.347
152	249.626
153	009.969
154	268.075
155	087.546
156	048.926
157	054.322
158	034.909
159	065.854
160	125.527
161	003.433
162	032.944
163	207.963
164	027.658
165	002.578
166	022.432
167	142.994
168	213.851
169	048.399
170	237.905
171	182.671
172	011.665
173	157.456
174	223.879
175	082.019
176	104.197
177	077.870
178	219.131
179	317.837
180	388.483
181	012.087
182	202.578
183	200.789
184	234.112
185	022.646
186	024.472
187	147.837
188	084.313
189	004.915
190	082.089
191	010.000
192	285.186
193	495.318
194	474.865
195	058.480
196	367.876
197	306.777
198	012.679
199	265.456
200	498.408
