#        Clock      Arrival Time(s)  BaseStation Number
---     --------    ---------------   -------
1	12:00:00	000.601		2
2	12:00:00	000.852		8
3	12:00:00	000.949		9
4	12:00:01	001.128		2
5	12:00:05	005.384		3
6	12:00:07	007.515		9
7	12:00:08	008.615		10
8	12:00:10	010.790		1
9	12:00:10	010.880		7
10	12:00:12	012.129		1
11	12:00:12	012.155		20
12	12:00:12	012.422		11
13	12:00:13	013.767		15
14	12:00:16	016.109		8
15	12:00:16	016.648		11
16	12:00:17	017.075		7
17	12:00:17	017.339		6
18	12:00:17	017.510		14
19	12:00:24	024.632		11
20	12:00:25	025.652		6
21	12:00:28	028.361		9
22	12:00:29	029.434		6
23	12:00:30	030.201		11
24	12:00:30	030.413		18
25	12:00:33	033.448		14
26	12:00:35	035.308		7
27	12:00:35	035.608		4
28	12:00:46	046.895		17
29	12:00:49	049.664		1
30	12:00:50	050.181		15
31	12:00:56	056.275		20
32	12:00:56	056.671		16
33	12:00:58	058.091		8
34	12:00:58	058.097		13
35	12:00:58	058.434		13
36	12:00:58	058.991		19
37	12:00:59	059.156		18
38	12:00:59	059.987		17
39	12:01:03	063.653		10
40	12:01:07	067.611		4
41	12:01:07	067.890		14
42	12:01:12	072.632		20
43	12:01:14	074.085		8
44	12:01:15	075.187		20
45	12:01:18	078.176		6
46	12:01:21	081.997		12
47	12:01:23	083.401		7
48	12:01:24	084.498		10
49	12:01:24	084.643		12
50	12:01:29	089.005		11
51	12:01:31	091.915		3
52	12:01:33	093.086		2
53	12:01:35	095.152		2
54	12:01:36	096.010		20
55	12:01:36	096.360		15
56	12:01:36	096.448		4
57	12:01:37	097.390		14
58	12:01:39	099.810		20
59	12:01:40	100.139		20
60	12:01:41	101.172		19
61	12:01:42	102.448		1
62	12:01:43	103.965		12
63	12:01:44	104.300		3
64	12:01:46	106.943		9
65	12:01:49	109.042		16
66	12:01:50	110.924		19
67	12:01:53	113.481		15
68	12:01:58	118.144		15
69	12:01:58	118.214		9
70	12:02:00	120.837		14
71	12:02:02	122.900		17
72	12:02:04	124.527		3
73	12:02:08	128.242		20
74	12:02:08	128.425		15
75	12:02:09	129.416		6
76	12:02:13	133.151		5
77	12:02:13	133.816		18
78	12:02:13	133.949		20
79	12:02:16	136.057		6
80	12:02:16	136.093		2
81	12:02:21	141.055		15
82	12:02:23	143.463		14
83	12:02:25	145.912		15
84	12:02:27	147.156		10
85	12:02:31	151.685		8
86	12:02:33	153.926		18
87	12:02:35	155.591		14
88	12:02:37	157.939		9
89	12:02:40	160.692		16
90	12:02:44	164.264		7
91	12:02:49	169.573		10
92	12:02:51	171.738		19
93	12:02:55	175.742		4
94	12:02:57	177.988		7
95	12:02:58	178.436		3
96	12:02:59	179.376		10
97	12:03:01	181.523		2
98	12:03:03	183.518		4
99	12:03:05	185.187		2
